File Name,Skills
13376919.pdf,"assistant manager, banking, counseling, clients, hiring, hr, marketing, ms excel, office, ms outlook, ms powerpoint, ms word, negotiations"
13520837.pdf,"excellent oral and written communication skills, an ability to multitask, strong attention"
13879043.pdf,"benefits, budget, client, delivery, hiring, human resource, hr, insurance, leadership, people management, managerial, managing, market"
14225422.pdf,"adp payroll, attorney, benefits, billing, billings, ceridian, charts, coaching, competitive, contract negotiations, counseling, employee relations"
14256329.pdf,excellent telephone manner and high standard of communication skills
14640322.pdf,talent aquisition
14886205.pdf,new employee orientations quickbooks
15375009.pdf,"administrative, adp, backup, benefits, bookkeeping, clarify, competitive, customer service, database, delivery, documentation, employee"
15575117.pdf,"administrative, administrative assistant, administrative support, attorney, benefits, call center, clerical, conferences, client, customer service, data"
15576950.pdf,"benefits, central point of contact, clerical, conferences, cpr, customer service, data entry, directing, documentation, fashion, faxes, focus, hiring"
16852973.pdf,"accounting, ads, advertising, analytical skills, benefits, billing, budgeting, clients, customer service, data analysis, delivery, documentation"
16861758.pdf,courteous demeanor
16877897.pdf,"sap r, ms office word, excel, power point, outlook, internet applications have good understanding of sql, html, css and"
17150707.pdf,"administrative, adp, backup, benefits, counseling, client, customer support, documentation, forms, hris, human resource, human resources"
17412079.pdf,"benefits, budget, client, delivery, hiring, hris, human resource, hr, insurance, leadership, people management, managerial, managing"
17422560.pdf,"cash receipts, cash handling, cash register, client, customer service, data entry, direction, employee relations, faxes, fax machines, hiring"
17812897.pdf,hr department startup
17855844.pdf,"ada, administrative, adobe illustrator, art, agency, benefits, ceridian, change management, decisionmaking, dca, employee relations, special"
18084150.pdf,"adp, benefits, budget, databases, employee relations, special events, senior management, general manager, hiring, hris, insurance, kronos"
18155310.pdf,"customer service, receptionist, retail sales, advertising, budget, corrective action, cost reduction, forecasting, maintenance, office"
18297650.pdf,"net, academic, accounting, aims, c, c, closing, cold calling, contracts, client, data modeling, database, data warehousing, fast, focus"
18316239.pdf,"abc, adp, adr, benefits, benefits administration, budget, coaching, us army databases, driving, employee relations, training employees"
18334783.pdf,employee relations
18422164.pdf,personnel records maintenance
18557164.pdf,"administrative assistant, attention to detail, banking, benchmarking, clerical, excellent communication, competitive, consultant, customer service"
18731098.pdf,work history
18827609.pdf,employee relations
19179079.pdf,"recruiting, staffing, training, college recruiting, sourcing, phone screens, interviewing, negotiation, recruiting events, new hires, onboarding"
19336728.pdf,high energy
19616406.pdf,"processing accounts payable, administrative, administrative support, ads, audit reporting, reconciling bank statements, benefits, bonds"
19717385.pdf,"microsoft excel, outlook, powerpoint, word"
19867922.pdf,"administrative duties, administrative support, adp, ad, attention to detail, basic, benefits, bi, calendar maintenance, call center, copying, data"
20417897.pdf,"accountant, administrative support, benefits, billing, brochures, budget, bi, charts, contracts, copying, clients, documentation, drafting, engineer"
20806155.pdf,"hr, maintenance, registrations, staffing, training, access, account maintenance, general account, access control, architecture, archiving"
20925036.pdf,"agency, banking, basic, benefits, business administration, bi, ctc, client, fast, focus, forms, gdc, hiring, hr, team building, leadership, excel"
20993320.pdf,"creative problem solving skills, o rganized with attention to detail, c omputer proficient, customer service, b enefits, p ayroll, r ecords"
21265194.pdf,title vii
21830565.pdf,employee relations
22323967.pdf,"adobe photoshop, adp, asset management, branding, brochures, content, customer care, final cut pro, graphics, graphic, hr, illustrator"
23155093.pdf,providing focus and direction
23408537.pdf,shrm  hr generalist certificate
23510685.pdf,"adobe acrobat, analyst, architect, balance, basic, benefits, budget management, calibration, charts, consulting, contracts, client, data analysis"
23914451.pdf,"associate relations, audits, asset protection, coaching, eeoc responses, succession planning, terminations, customer service, retail sales"
24184357.pdf,recruiting and staffing performance management employee relations selectionrecruiting
24402267.pdf,"hris, iso, recruitment, performance appraisal, training  development, leave  attendance, entry  exit"
24508725.pdf,"adp, avid, benefits administration, billing, budget, interpersonal skills, counseling, credit, clients, databases, documentation, employee"
25150191.pdf,ms office suite
25676643.pdf,hr advisory services
25724495.pdf,"banking, closing, clients, employee relations, financial, forecasting, hiring, hris, hr, leadership, legal, letters, mailing, managerial, managing"
25824789.pdf,"ada, administrative skills, administrative, coaching, employee relations, training employees, english, special events, hiring, hris"
26048718.pdf,hyperion employee relations
26202430.pdf,strong interpersonal skills
26289308.pdf,"benchmarking, benefits, bi, cost reduction, documentation, engineer, executive coaching, senior management, financial, fsa, hr, insurance"
26671167.pdf,independent worker
26780935.pdf,"carl henry modern sales training, clientfocused, effective communication skills, event management, leadership, microsoft office proficient"
27018550.pdf,type  wpm and key by touch
27165830.pdf,employee relations advising and navigating crucial conversations
27490876.pdf,"administrative, ad, arbitration, agency, budget, consultant, database, employee relations, hiring, hris, human resource, human resources, hr"
27496514.pdf,"accounting, agency, benefits, clientele, client, clients, database, delivery, department of health, fax, filing, hr, insurance, marketing plan"
27523575.pdf,experience
27847081.pdf,"word, excel, powerpoint, outlook"
28175164.pdf,"peoplesoft, microsoft office suite, adp, and sap"
28419173.pdf,"administrative support, antivirus, billing, budget, oral communication, conferences, clients, customer satisfaction, databases, documentation"
28640735.pdf,"accounts payable, accounts receivable, benefits, benefits administration, billing, budgets, budget, coaching, contracts, council, client, clients, dc"
28808263.pdf,"originated new business through professional networking, loan reviews and marketing"
28828844.pdf,"administrative support, adp, benefits, coaching, excellent communication, conflict resolution, conflict resolution, consultation, creative problem"
29091445.pdf,"ms office word, excel, outlook and powerpoint sap database, applicant tracking system  strong organizational and adminstrative skills"
29149998.pdf,great analytical skills new hire training
29297973.pdf,onboarding
29564653.pdf,"excel, human resources, ms excel, training, adp, pivot tables, recruiting, adp software, billing, eprise, onboarding, testing, administrative"
30163002.pdf,"business development, central point of contact, closing, client, clients, email, employee relations, fashion, fast, faxes, meetings, access, mail, office"
30563572.pdf,"selfmotivated, detail oriented, organized, customer focused"
30646367.pdf,"abra, academic, benefits, benefits administration, billing, bi, ceridian, conflict resolution, crystal reports, hris, human resources, hr"
30862904.pdf,"ada, art, benefits, benefits administration, biotechnology, branding, budget, change management, contract negotiations, contract negotiation"
32308556.pdf,human resource management
32896934.pdf,"accounts payable, administrative, administrative support, ap, benefits, benefits administration, bookkeeping, clerical, continuous improvement"
32947778.pdf,recruiting hris technologies
32977530.pdf,expert in customer relations large cashcheck deposits expert
33176873.pdf,recruiting benefit administration
34554248.pdf,"accounting, ada, advertising, benefits, benefits  administration, bookkeeping, budgeting, business law, business research, business startup"
34740556.pdf,employment law
39081840.pdf,payroll  benefits administration  employment law  fmlaadaeeowc  hr policies  procedures  staffing
39650734.pdf,human resource management skills
41523474.pdf,computer skills
44476983.pdf,leadership development time management
47470864.pdf,"administrative, banking, basic, benefits, call center, clerical, coaching, client, clients, database, documentation, employee relations, fax, filing"
49937469.pdf,"academic, ai, attention to detail, backup, benefits, benefits administration, budget, cash receipts, coaching, contracts, critical thinking, customer"
51769822.pdf,office support
52979663.pdf,"ada, approach, arbitration, auditing, business strategy, case management, contract negotiations, crisis management, finance, functional, hris, human resource, human resources, hr, information systems, iso, leadership, material science, money, negotiating, negotiation, negotiations"
57667857.pdf,employee relations
59962788.pdf,new employee orientations
72231872.pdf,"accounts payable, accounts receivable, ada, administrative and support, ads, advertising, backup, benefits, benefits administration, brochures"
73077810.pdf,"adp, benefits, closing, coach, coaching, competitive, customer service, database, hiring, hris, hr, insurance, logistics, director, mentoring"
80162314.pdf,staff recruitment  retention
86184722.pdf,"microsoft office suite, sap, kronos, ibm, adp, ats, mss, hrss, and oracle, workbrain, t"
87968870.pdf,"ada, adp, benefits, clarify, employee relations, human resource, human resources, hr, insurance, law enforcement, mediation, ms office"
91930382.pdf,"bullhorn, boolean searches, google resume search, linkedin xray search, the ladder, github, tech fetch, monster, career builder"
93002334.pdf,"systems excel, outlook, power point, visio, one note, share point, sap, advise hr, siebel, talx, autonomy, survey monkey, taleo"
93112113.pdf,"professional human resources certification phr, june"
10089434.pdf,"active directory, azure, antivirus, backup exec, backup, bash, batch, cacti, cisco asa, databases, dhcp, dns, documentation"
10247517.pdf,"antivirus, backup, cabling, cisco, hardware, contracts, client, clients, database, disaster recovery planning, disaster recovery, email, erp"
10265057.pdf,"big data, c, c, charts, circuit design, hardware, data acquisition, data analyst, data collection, data mining, databases, database, dbm, dti"
10553553.pdf,"active directory, administrative support, adobe acrobat, architect, backup, budget, clientserver, hardware, concept, client, clients, client"
10641230.pdf,"a certified, actionscript, active directory, administrative, adobe creative suite, photo, audio, brochure, budgeting, business management"
10839851.pdf,desktops
10840430.pdf,"air force, art, agency, basic, budget, oral, hardware, computer operations, configuration management, cost analysis, data management, dec"
11580408.pdf,"a certified, active directory, billing, business process, c, cash flow, cisco, cisco routers, hardware, network systems, content management"
11584809.pdf,system administration
11957080.pdf,"applications ms office suite, o, groupwise, heat call logging, crystal reports, t voicemail, netmotion, novell"
12045067.pdf,"administrative, analyst, army, agency, cable, cabling, cat, documentation, engineer, engineering support, financial, functional, government"
12334140.pdf,"accounting, administrative, agency, basic programming, bookkeeping, business communication, hardware, finance, fundraising, help desk"
12635195.pdf,google and microsoft suite experience through coursework and classroom implementation
12763627.pdf,"asp, aspnet, model view controller, modelviewcontroller, ms asp, mvc, net, access, adp, application software, aspnet, associate"
13385306.pdf,"net, aspnet, vbnet, adabas, ado, agile, application development, asp, agency, banking, banyan, billing, business analysis, business"
13405733.pdf,agile framework sql microsoft and oracle
13477922.pdf,"a, a certification, active directory, ccna, cisco certified network associate, hardware, consultation, client, dhcp, email, fax machines"
13836471.pdf,"d, active directory, adobe products, apple, automation, backup, broadcast, budget planning, computer technician, hardware installation"
14789139.pdf,"academic, active directory, adp, apple, architect, agency, bb, behavioral health, billing, book, broadvision, cad, case management"
15297298.pdf,"adr, advertising, arcserve, asset management, agency, backup exec, backup, banking, budget management, budgeting, business operations"
15651486.pdf,"ad, budget, change management, cisco ios, cisco, cisco routers, hardware, contracts, clients, database, dell, dell poweredge servers"
15791766.pdf,"a, active directory, agile, avaya, call center, excellent communication, ca, hardware, contracts, critical thinking, customer service, decision"
15802627.pdf,"business continuity, technology infrastructure, file, lan, architecture, business process improvement, cdm, cisco, contracts, ecommerce"
16186411.pdf,"aspnet, vbnet, active directory, adonet, dreamweaver, web development, agile, ajax, html, ide, java, javascript, jquery"
16533554.pdf,"platforms windows, server and professional, windows xp pro           and home, win"
16899268.pdf,project management resultsoriented
17111768.pdf,able to convey highly technical concepts in a manner that all can understand
17641670.pdf,"a, active directory, adobe acrobat, approach, automation, backup, tape backups, budget, business development, ccna, cisco certified"
17681064.pdf,"streamline, banking, budget, business systems, c, cisco, closing, consulting, contracts, crm, client, customer service, ebusiness, email"
17688766.pdf,"accounting, active directory, antivirus, antivirus, apple, arcserve, audio, backup, bgp, budgets, cisco routers, citrix, hardware, contracts, dhcp, disaster recovery, dns, firewalls, firewall, focus, ftp, hardware configuration and troubleshooting, hp, imaging, ip, lan, leadership"
17987433.pdf,"microbial testing, endotoxin lal test"
18067556.pdf,"microsoft office suite with deep office, dynamics, project, powerapps, powerbi, flow"
18159866.pdf,experienced in strategic planning and execution
18176523.pdf,"com, a, active directory, backup, bay networks, business systems, cisco, citrix, hardware, network systems, clients, direction, disaster"
18187364.pdf,certified information systems security professional cissp isc patch management
18301617.pdf,"active directory, adobe, antivirus, backup exec, backup, budget, business processes, call center, call center, capacity planning, cisco"
18752129.pdf,"apple, art, book, oral, concept, conflict resolution, cpr, creativity, designing, direction, documentation, first aid, flash, fundraising, drawing"
19201175.pdf,hardware updates task estimation
19796840.pdf,"peoplesoft hcm x, peoplesoft financials x, peopletools, sql developer, ms office, visio, ms project, dell stat"
19850482.pdf,"demonstrates ability to be a strong leader in a fast paced environment with strong interpersonal skills, both written and oral, and a positive attitude"
20001721.pdf,structured query language sql expert strong analytical skills
20024870.pdf,"language chinese, english and japanese"
20408458.pdf,"a, active directory, apollo, army, com, hardware, data migration, dell, email, engineer, flash, hp, ibm, image, intel, inventory"
20674668.pdf,technical skills
20824105.pdf,"ip networking protocols tcpip, udp, https, dhcp, dns, stp, hsrp, isis, rip, ospf, mpls, ftp, smtp, ipsec, vlan, vpn"
20879311.pdf,"active directory, antivirus, asset management, backup exec, budget, business systems, cabling, cisco, competitive, hardware, consulting"
21283365.pdf,communication
21780877.pdf,"budget, cabling, cisco, hardware, client, documentation, electrician, feasibility studies, funds, information technology, inspector, lan, materials"
22450718.pdf,"working knowledge of application servers, jee, oracle, unix os, linux, ldap"
22776912.pdf,"accounting, accounting systems, streamline, application development, bb, backup, broadband, budgeting, budget, business analysis and"
23527321.pdf,sap
23666211.pdf,"administrative, consultant, course development, client, dc, delivery, instructor, leadership development, leadership and development"
23864648.pdf,infrastructure management data center operations project management team buildingcoaching vendor
24020470.pdf,dhcpdns ethernet and firewall proficient microsoft office specialist
24038620.pdf,"air force, attorney, backup, balance, billing, budget, business operations, interpersonal, competitive, crm, client, clients, dictation, disaster"
24083609.pdf,resultsoriented dedicated team player
24230851.pdf,microsoft office
24889109.pdf,excellent interpersonal skills presentations  training  documentation standard operating procedures development
24913648.pdf,remote access support
25207620.pdf,"years experience security intermediate, years experience customer service expert, years experience networking intermediate"
25857360.pdf,wpm typing speed
25905275.pdf,"army, clerical, good communication skills, hardware, computer knowledge, contracts, excellent customer service, customer service, customer"
25959103.pdf,"arabic, backup, budgets, hardware, client, database, database management, designing, disaster recovery, documentation, financial, help desk"
25990239.pdf,"photoshop, premier, art, cable, hardware, computer repair, curriculum development, client, customer service training, database, department of"
26480367.pdf,"active directory, antivirus, c, cable, cat, computer hardware, hardware, client, clients, email, front page, hard drives, hardware support, html, ids, internet access, local area network, layout, domino, office applications, microsoft office, windows, microsoft windows  server"
26768723.pdf,able to research and familiarize skill sets towards core technologies
26801767.pdf,"academic, administrative, agency, basic, benefits, broadband, budgeting, budgets, cobol, hardware, computer applications, conferences"
27058381.pdf,computers trouble shooting microsoft access microsoft excel microsoft powerpoint microsoft word computer security anti hacking hids
27295996.pdf,"active directory, dhcp, dns, wins, gpo, backups, budgeting, citrix, xenapp, vmware, hyper v, dynamic crm, dynamic gp"
27372171.pdf,"active directory, microsoft outlook, windows, windows, system security, data automation, circuit design application, unix client"
27485716.pdf,"a, acquisitions, backup, budget planning, budgeting, budgets, budget, business development, change management, conversion, decision making"
27536013.pdf,"branding, budgets, budget, business analysis, bi, business intelligence, business management, business objects, crm, data analysis, data"
27770859.pdf,"platforms and protocols microsoft windows, microsoft windows server, microsoft active directory, microsoft group policy, microsoft office"
28035460.pdf,microsoft products
28672970.pdf,"accounting, analyst, business processes, change management, cisco certified, coaching, hardware, conversion, clients, direction, email"
28697203.pdf,budget
28897981.pdf,skills experience total years last used
29075857.pdf,"qa, offshore, annuities, testing, team lead, database, qa validation, sdlc, metrics, project planning, qa test, qa testing, benefits, excel"
29975124.pdf,"application development, lotus approach, asset management, billing systems, book, budget, develop business, business process analysis, c"
30223363.pdf,"database, marketing, systems analyst, project management, business requirements, solutions, metrics, qa, documentation, accountable for"
31111279.pdf,"passion for pmo shines through my work, and i strive to and pm skills are equally crucial to a high performing team"
31243710.pdf,"a, active directory, adobe, apache, backup exec, budget, business process, c, ccna, cisco ios, cisco, citrix, hardware, crm, client"
32959732.pdf,forecasting specialist
33241454.pdf,"army, cisco, counseling, customer assistance, database, documentation, information technology, inventory, ip, lan, windows, network"
33381211.pdf,people centered leadership
35325329.pdf,"streamline, agile, billing, case management, contracts, clients, customer services, database, dictation, documentation, electronic medical records"
36434348.pdf,"aspnet, active directory, adobe acrobat, adobe dreamweaver, adobe photoshop, application design, arts, billing systems, business objects"
36856210.pdf,enterprise platforms
37242217.pdf,"oracle i, sage act optimizing and performance tuning"
37764298.pdf,"administrative duties, adobe acrobat, schedule appointments, asset management, agency, attorney, balance, basic, billing, billing system, cashier"
39413067.pdf,skills
39718499.pdf,"audio visual, games, coaching, customer service, fast learner, receptionist, retail sales, landscaping, maintenance, marketing"
40018190.pdf,sharepoint sap
41344156.pdf,"aspnet, aspnet, vbnet, active directory, backup, budget, contract negotiation, crm, data analysis, data processing, databases"
46260230.pdf,issue escalation server and system administration
48037995.pdf,creative cognitive skills
51363762.pdf,exceptional listening and perception skills
51639418.pdf,"adabas, aix, analyst, application development, budgeting, business solution, cisco, coaching, databases, database, department of"
52246737.pdf,"a certification, active directory, ad, antivirus, business process, coaching, compliance manager, ca, hardware, concept"
52618188.pdf,advanced
57002858.pdf,"accounting, backup, billing system, budget, citrix metaframe, excellent communication, hardware, contracts, client, clients, documentation"
64017585.pdf,"active directory, premiere, ads, advertising, ibm aix, apple, architect, arts, catalog, color, com, clients, digital photography, digital video"
66832845.pdf,"account management, cables, cabling, help desk, linux, ms exchange server, sharepoint, network security, desktop support, unix, hp unix"
68460556.pdf,"american sign language, excellent communication, customer service, databases, english, access, excel, power point, microsoft word, works"
70089206.pdf,"configuration management, process development, process improvement, database management, software development, software testing"
79541391.pdf,"inventory, database, excel, training, stockroom, sql, databases, sap, statistics, operations, sops, asset management, access, asp, aspnet"
81761658.pdf,"antivirus, backup exec, backup, budget, cisco router, cisco, citrix, hardware, contracts, client, clients, customer satisfaction, database"
83816738.pdf,"programming languages javajee, javascript, android, html, css, sql, c, c"
89413122.pdf,"project management, information design, relationship building, information technology, procedure development, scheduling, website design, ms office suite, training development, quality processes, event planning, work breakdown structures"
90867631.pdf,"a, a certified, active directory, administrative, administrative duties, adobe, dreamweaver, ad, army, agency, automation, backup, basic"
91121135.pdf,peoplesoft understands grammar
91635250.pdf,routers excellent interpersonal skills
91697974.pdf,"executive and legal support, business analysis, strong communication skills, business operations, detail oriented, documentation and time"
92069209.pdf,"budget, clientserver, customer satisfaction, dec, directing, direction, gis, government, help desk support, help desk, ibm, ibm mainframe"
10070224.pdf,"microsoft office suite word, excel, publisher, powerpoint"
10554045.pdf,"accounts payable, accounts receivable, administrative, administrative functions, backup, balance sheet, billing, billings, budget, cashier, concise"
10873344.pdf,ability to successfully complete multiple tasks concurrently
10926726.pdf,"photo, photoshop, ads, analyst, art, agency, book, branding, brochures, catalogs, closing, concise, clientele, client, clients, database software"
11160414.pdf,"business strategy, content creation and management, email marketing, social media, public relations"
11624880.pdf,"adobe photoshop, illustrator, indesign"
11842274.pdf,knowledge of beverage preparation and service of various alcoholic beverages personal characteristics
11850315.pdf,"agency, branding, budgets, content creation, clients, direction, editorial, editor, email, event planning, special events, fashion, financial, functional"
11902276.pdf,excellent time management skills
12191094.pdf,"marketing, public relations, business development, solutions, budgets, exchange, liaison, marketing department, operations, bb, bb sales"
12237267.pdf,managing
12545844.pdf,account management
12567516.pdf,experience
12920612.pdf,"advertising, audio, budgets, com, conferences, content, corporate communications, corporate communications, crisis communications, client"
13129275.pdf,"ap style, interpersonal skills, community relations, crisis management, crisis communications, database, editing, m onitoring and analyzing news"
13727873.pdf,"administrative, ad, agency, autism, brand strategy, budget, consulting, contracts, credit, clients, data visualization, drafting, event planning"
13915715.pdf,experience
14009087.pdf,"ms office, dreamweaver, advertising, social media platforms, wesbsites conversational spanish and elementary mandarin"
14128006.pdf,web design and branding
14278888.pdf,"accounting, acquisitions, bookkeeping, book, conflict resolution, clients, data analysis, documentation, financial, government, inspecting, law"
14364597.pdf,invoice processing filing and data archiving
14536764.pdf,sales software salesforcecom
14611516.pdf,bilingual in english and spanish critical thinking
14667659.pdf,quickbooks
14910300.pdf,market analysis marketing communications
14966165.pdf,extensive experience working with boards of directors
15917885.pdf,"approach, coaching, clients, journalism, market research, marketing, media relations, messaging, microsoft office, pr, recruitment, retail, sales"
16103783.pdf,"administrative, client, customer satisfaction, customer service, database, delivery, email, equipment maintenance, graphs, inspecting"
16226743.pdf,"photo, advertising, agency, book, brand strategy, brand development, budget, bi, business strategies, c, cisco, community relations, conferences"
16620172.pdf,marketing strategy
18133495.pdf,"windows pc and server os platforms through current, ms office, ms sql server, unix, linux, internet explorer"
18436190.pdf,"adobe illustrator, adobe photoshop, advertising, bb, benefits, budget, bi, cancer, com, conferences, content management, film, fundraising"
19072267.pdf,strategic planning
19497420.pdf,management and operational leadership key account management
19503224.pdf,personal
19558834.pdf,"advertisements, advertising sales, brochures, cancer, client, clients, database, direct marketing, logistics, director, mailing, market research"
19929506.pdf,sound knowledge of marketing principles
20470943.pdf,accomplishments
20966771.pdf,"administrative support, letters and memos, filing, prioritization, report, event planning, scheduling, telephone skills, time management, client"
21297828.pdf,"microsoft office, excel, powerpoint proficiency"
21321598.pdf,"advertising, budget maintenance, data entry, graphic design, marketing, office management, research, phone support"
21386255.pdf,"fundraising, audit, best practices, budget, documentation, its, progress, proposals, marketing, public relations, adobe indesign, ads"
21478007.pdf,team leadership accomplished manager
21549195.pdf,"experience with advertising, budgeting, negotiating contracts, project management, and video creation"
21663616.pdf,"conflict resolution, council, counseling, creativity, customer service, drafting, human resources, leadership, legal, mail, newsletters, organizational"
21669215.pdf,"advertisements, approach, content, customer service, databases, direct mail, direction, editing, email, graphic, managing, marketing strategies"
22455205.pdf,work history
22560013.pdf,"adobe, acrobat, photo, photoshop, advertisements, advertising, art direction, asset management, bb, banners, brand strategy, branding"
22754014.pdf,advertising
22861181.pdf,work history
23015611.pdf,"account management, ai, agency, billings, branding, broadcast, brochures, budget, content, client, clients, email, epson, finance, financial"
23048999.pdf,"communications, editor, event planning, special events, director, fundraising, graphics, brochures, catalogs, marketing, marketing plans"
23143731.pdf,"abc, bloomberg, broadcast, budget, client, clients, excellent customer service, customer service, database, financial, ledger, letters, marketing"
23602130.pdf,desktop publishing software microsoft office suite
23631724.pdf,superior verbal and written communication skills brand development and management
23673025.pdf,deadlineoriented natural leader
23771896.pdf,script writing
24491862.pdf,"communication, social media platforms and usage, microsoft office, teamwork, creativity, writing, customer service, craft beer, curating"
24559558.pdf,emmyaward winning
24590489.pdf,"accounting, accounts payable, accounts receivable, ad, ask, billing, billing system, budget, charts, contracts, client, clients, customer service"
24677466.pdf,"adobe creative suite, dreamweaver, frontpage, microsoft office, microsoft outlook, oracle procurement, joomla content management"
24710433.pdf,"administrative, adobe photoshop, artist, book, budgets, conferences, contracts, creative problem solving, client, clients, customer service"
24977396.pdf,educator
25001005.pdf,"healthcare industry experience supporting health plans, hospitals, and medical groups"
25070914.pdf,media relations
25413261.pdf,"administrative, photo, advertising, ad copy, agency, audio, broadcast, budgets, budget, com, content creation, database, editorial, edit, fast, administrative, photo, advertising, ad copy, agency, audio, broadcast, budgets, budget, com, content creation, database, editorial, edit, fast"
26127853.pdf,"adobe acrobat, adobe, advertising, arts, draw blood, budgets, cash registers, coaching, interpersonal, communication skills, cpr, client"
26130673.pdf,strong work ethic empathetic listener
26173524.pdf,ability to effectively work independently and flexible team player with the ability to effectively prioritize and juggle multiple
26330995.pdf,"advertising, concept, conferences, content, equity, finance, functional, government, grants, investments, legal, materials, meetings, office, msi"
27000192.pdf,work history
27257013.pdf,creative writing media relations
28290448.pdf,focused and driven
28531493.pdf,proficient in microsoft office suite
28831442.pdf,"scheduling appointments, c, cardiology, customer service, directing, leadership, managing, office, patient care, surgery, answering phones"
28862054.pdf,"c, cashier, coaching, com, content, crisis communications, customer satisfaction, directing, direction, driving, fashion, fundraising, hiring, hr"
28975482.pdf,"customer service, receptionist, retail sales, maintenance, operations, training, marketing, sales, database, public relations, advertising"
29329075.pdf,"administrative, photo, advertising, arts, business communications, charts, community hospital, counseling, client, clients, direct mail, direction"
29525715.pdf,"expertise in st century teaching and learning, systems thinker and passionate about ecological literacy, humancentered design facilitator, strong"
30642458.pdf,meeting planning
31211074.pdf,"active directory, advertisements, advertising, cash registers, hardware, counseling, credit, crisis management, client, clients, customer service"
31220062.pdf,marketing plan
31292364.pdf,media relations social media
31392754.pdf,"sales software salesforcecom, tapscan"
32441790.pdf,community outreach editing and proofreading microsoft office products
33072201.pdf,"marketing, advertising, public relations, roi, budgeting, media strategy, social media strategy, content creation, forecasting, pr, site layout"
34712719.pdf,"microsoft office, excel, powerpoint proficient"
36107065.pdf,business development workflow analysis sql and databases business artifacts documentation data mapping brand management
36671891.pdf,self starter
37087371.pdf,"projet management, change management, writing skills"
37375999.pdf,"event management, email marketing, project management, community management, communications, social media"
37913536.pdf,"administrative, advertising, agency, bi, clerical, conferences, content, copying, database, edge, editing, editor, event planning, inventory, director"
38056161.pdf,"conferences, detail oriented, direction, engineer, special events, senior management, feature articles, general manager, letters, mac, materials"
41590605.pdf,"microsoft word, excel, access, powerpoint, outlook, works, onenote, publisher, entourage, sprout social, hootsuite, canvas, tweet deck"
42332765.pdf,"microsoft office word, excel, powerpoint"
45462344.pdf,"writer, editor, public relations and media relations, photography and graphic arts, event coordination, journalist, researcher, analyst, business"
45900271.pdf,"advertising, attention to detail, brochures, budgets, excellent communication, conferences, content, contracts, clients, customer service, email"
51415089.pdf,"ad, artist, benefits, branding, cable, cd, com, client, clients, special events, fast, film, marketing plans, marketing strategies, marketing, market"
53701275.pdf,"microsoft office word, excel, and powerpoint data track time and attendance software, electronic data interchange edi software"
61319162.pdf,professional experience
65237556.pdf,tactical planning goaloriented
85766635.pdf,"excel, microsoft office, customer service, database skills, event coordination, fast paced, focused, hris, human resources, social media"
85973397.pdf,advising clevel executives
88651471.pdf,dyncorp international  two spot awards for project performance
91197243.pdf,"branding, budgets, budget, content, cost control, crisis communications, crisis management, client, clients, editorial, editing, event planning"
93828034.pdf,"acrobat, dreamweaver, adobe photoshop, ad, advertising, agile, agency, brochures, budget management, budgets, cms, content, content"
98086373.pdf,"clients, legal assistant, satisfaction, training, coaching, mentor, public relations, fundraising, copywriting, budgeting, media relations"
10138632.pdf,computers and electronics
10464113.pdf,"inside and outside sales, customer service, salesforce, act, and goldmine crm, allscripts software, outlook, practice fusion software"
10603337.pdf,"photo, credit, clients, customer service, digital cameras, editing, fashion, flash, instruction, inventory, meetings, policies, research, sales, set design"
10724818.pdf,"microsoft office suite, calendaring, critical thinking, travel arrangements"
10898339.pdf,dependable independent worker customer service experience
12082377.pdf,business development excellent attention to
12351749.pdf,excellent quantitative skills advanced ms office
12696104.pdf,good at communicating and interacting with customers
12820557.pdf,"and sales, marketing, sales, cash, customer service, point of sale, pos, pos systems, receptionist, retail sales, cash register, closing"
13178604.pdf,"sales, benefits, increase, pediatric, marketing, account executive, clients, of sales, sales quotas, solutions, its, closing, award, channel"
13348915.pdf,supporting international sales team
13637605.pdf,sales expertise
13812481.pdf,effective at multitasking fast learner
14358578.pdf,current trend knowledge
14381464.pdf,"excellent customer service, customer service, works, fast learner, roofing"
15273850.pdf,"ads, attention to detail, customer service, data base, inventory, office, presentations, quality control, sales, phones"
15581242.pdf,bilingual bangla  english
15620421.pdf,team management effective agent coaching techniques
15765660.pdf,"ms office suite word, excel, outlook, powerpoint, sharepoint, visio, lms, centra, digital marketing, mailchimp, webtrends, treehouse"
15918496.pdf,clear and articulate phone manner excellent communication skills
15973307.pdf,critical thinking
16121015.pdf,speaking
16223371.pdf,superior organization skills
16511249.pdf,"cpr, first aid, report writing and documentation, leadership"
17378327.pdf,work experience
17410700.pdf,listening skills
17509935.pdf,business management active listening skills
17704246.pdf,quick learner operations management
17781039.pdf,change management
18062906.pdf,"assembly, hardware, customer satisfaction, customer service, database, direction, drivers, electronics, forklift, macola, works, neat, cameras"
18171955.pdf,"approach, budget, coach, coaching, interpersonal communication, computer knowledge, consultant, conversion, credit, clients"
18328743.pdf,"literate, ms excel, microsoft word, as"
18368613.pdf,"competitive, features, marketing strategies, marketing, multitasking, personnel, sales skills, sales, sales plan, sales reports, surgeon, troubleshoot"
18885231.pdf,"billing, brochures, client, editing, email, event production, film, marketing, excel, microsoft office, outlook, powerpoint, publisher"
19147494.pdf,"familiar with john deere ag and lawn equipment, massey ferguson ag equipment kubota ag and lawn"
19147947.pdf,multitasker  years forklift experience
